texto,sensivel
"        PORTARIA Nº 411/2015/GS/SEDUC/MT.   O SECRETÁRIO DE ESTADO DE EDUCAÇÃO, no uso de suas atribuições legais e considerando o que consta no Processo Administrativo nº 261383/2015, bem como o Relatório Final da Comissão Processante instituída pela Portaria nº 159/2015/GS/SEDUC/MT, publicada no Diário Oficial de 26 de maio de 2015,   RESOLVE:   Art. 1º Determinar a Rescisão Unilateral do Termo de Contrato pactuado com o Conselho Deliberativo da Comunidade Escolar da Escola Estadual Vale",1
     Portaria Conjunta nÂº. 249/SAD/SESP/2011.    O SECRETÃ,1
"



PORTARIA Nº 013/2013/CCAD/CADQV/SGP.
O SECRETÁRIO DE ESTADO DE SAÚDE, no uso de suas atribuições legais, e
CONSIDERANDO o disposto na Lei Complementar nº 441 de 24 de outubro de 2011 e no Decreto nº 3006 de 05 de maio de 2004.
R E S O L V E:
Art. 1º Homologar as Avaliações de Desempenho dos Servidores da Secretaria de Estado de Saúde referente ao ano de 2010, conforme planilhas anexas a esta portaria, nos termos do Art. 9º do Decreto nº 3.006 de 05 de maio de 2004.
Art. 2º Esta portaria entr",0
"      RESOLUÃ‡ÃƒO - CEPS N. 062/2011-CEE/MT  O PRESIDENTE DO CONSELHO ESTADUAL DE EDUCAÃ‡ÃƒO DE MATO GROSSO, no uso de suas atribuiÃ§Ãµes legais, considerando o que dispÃµe a ResoluÃ§Ã£o NÂº169/2006-CEE/MT, e tendo em vista o que consta do Processo NÂº 554414/2010-CEE/MT, e do Parecer CEPS NÂº 088/2011-CEE/MT, aprovado em 13 de setembro de 2011, R E S O L V E: Art. 1Âº - Autorizar o Curso de EspecializaÃ§Ã£o de NÃ­vel TÃ©cnico em Enfermagem do Trabalho, do Eixo TecnolÃ³gico Ambiente, SaÃºde e Se",1
"     PORTARIA N. 083/2009/COORDTEC/CEE/MT.  O PRESIDENTE DO CONSELHO ESTADUAL DE EDUCAÇÃO DE MATO GROSSO, no uso de suas atribuições legais, e em consonância com o inciso V do artigo 33 da Lei Complementar n. 77/00, de 13 de dezembro de 2000, e mediante o disposto na Resolução n. 169/06-CEE/MT, e à vista do Processo nº432470/2009-CEE/MT, e do Despacho de Câmara de 07/07//2009. R E S O L V E: Art. 1º - Constituir Comissão Verificadora, conforme abaixo relacionada, para verificar “in loco” o pedid",1
"        ESTADO DE MATO GROSSO SECRETARIA DE ESTADO DE FAZENDA   PORTARIA N° 097/2017-SEFAZ   Em caráter excepcional, suspende a aplicação da lista de preços mínimos divulgada pela Portaria n° 49/2017-SEFAZ, de 10/03/2017 (DOE de 17/03/2017), e respectivas alterações, exclusivamente em relação às operações interestaduais com animais e produtos oriundos da suinocultura, e dá outras providências.   O SECRETÁRIO DE ESTADO DE FAZENDA, no uso de suas atribuições legais, ouvido o SECRETÁRIO ADJUN",1
"    ESTADO DE MATO GROSSO, SECRETARIA DE ESTADO DE EDUCAÇÃO PORTARIA Nº 400/2010/GS/MT/SEDUC/MT  A SECRETÁRIA DE ESTADO DE EDUCAÇÃO, no uso das atribuições que lhes são conferidas por lei,  RESOLVE:  Art. 1º. Designar para exercer a função de Diretor da Escola Estadual “Ruberval Costa Reis”, município de Santa Terezinha/MT, para o biênio de 2010 a 2011, o professor DOMINGOS BARROSO RODRIGUES, CPF n.º 046.420.248-59 no período de 22.02.10 a 31.12.10.  Art.2º. Esta Portaria entra em vigor na data ",1
"







PORTARIA 076/2015/SECID
 
O
Secretário de Estado das Cidades, no uso de usas atribuições legais e,
fundamentado no Decreto n.º 3.100 de 13/05/2004 e Lei Complementar 413/2010,
RESOLVE:
 
Art.1º
- Designar o servidor Engº. Saulo Andrade de Freitas Lobo como responsável
técnico para acompanhamento da obra Arena Pantanal incluindo como atividades a
elaboração de relatórios e emissão de pareceres que visem a atender as demandas
oriundas dos órgãos de controle e da SECID.
 
Art.
2º. E",0
"







PORTARIA Nº  525/2022/GS/SEDUC/MT.
 
Dispõe sobre retificação, em parte, da
Portaria nº 462/2022/GS/SEDUC/MT publicada no Diário Oficial de 23 de maio de
2022, P 40 e dá outras providências.
 
O SECRETÁRIO DE ESTADO DE EDUCAÇÃO
no uso das atribuições legais e considerando o que dispõe a Lei Complementar nº
612/2019, art. 71 da Constituição do Estado de Mato Grosso e seus incisos,
 
RESOLVE:
 
Art. 1º Retificar, em parte, a Portaria nº 462/2022/GS/SEDUC/MT,
publicada no Diário Oficia",0
"                                                    PORTARIA N. 005/2011 - CEE/MT   O CONSELHO ESTADUAL DE EDUCAÇÃO DE MATO GROSSO, no uso de suas atribuições legais, mediante legislação de ensino vigente, e tendo em vista o que consta do Processo n.567373/2010-SECITEC/MT, e do Parecer n.008/2011-CEPS-CEE/MT, de 08 de fevereiro de 2011,  R E S O L V E: Art. 1º - Renovar o Reconhecimento do Curso de Licenciatura Plena em Matemática, ofertado pela UNEMAT - Universidade do Estado de Mato Grosso – C",1
"    RESOLUÇÃO Nº 010/2010/CEAS/MT  Dispõe sobre a composição da Sociedade Civil Organizada para o biênio 2010/2012 do CEAS-MT.   O Conselho Estadual de Assistência Social de Mato Grosso – CEAS/MT, no uso de suas atribuições que lhe confere a Lei nº 9.051 de 12 de dezembro de 2008, reunido em Assembléia Extraordinária realizada no dia 05 de abril de 2010;  Considerando o Processo Eleitoral da Sociedade Civil Organizada, realizado em 22 de março de 2010.  RESOLVE:  Art. 1º Declarar eleitas as enti",1
"    RESOLUÇÃO N° 14/2009/CEAS/MT  Dispõe sobre a composição da Comissão Organizadora da VIII Conferência Estadual de Assistência Social do Estado de Mato Grosso.  O Conselho Estadual de Assistência Social de Mato Grosso - CEAS/MT, neste ato representado por sua Presidente, Lenil da Costa Figueiredo, no uso de suas atribuições legais conferidas pela Lei Nº 9.051, de 12 de dezembro de 2008, conforme decisão do Pleno na Assembléia Ordinária realizada no dia 03 de setembro de 2009, em razão da adoçã",1
"







PORTARIA Nº 026/CASA MILITAR/2017
 
Designar servidor para o acompanhamento e fiscalização
de Contrato da Casa Militar do Estado de Mato Grosso.
 
O SECRETÁRIO-CHEFE DA CASA MILITAR, no uso das atribuições e prerrogativas conferidas
por Lei e considerando o artigo 67 da Lei Federal nº 8.666/93, e o artigo 99, §
3º do Decreto nº 840, de 10 de fevereiro de 2017, resolve:
Art. 1º
Designar os servidores abaixo relacionados, para responder pelo acompanhamento
e fiscalização de contrato:
",0
"







RESOLUÇÃO N.º 241/2017
 
O PRESIDENTE DO CONSELHO ESTADUAL DE DESENVOLVIMENTO
EMPRESARIAL - CEDEM, criado pela Lei
Complementar n.º 132, de 22 de julho de 2003, no uso das atribuições que
lhe confere o Artigo 8º do Regimento Interno aprovado pelo Decreto n.º
1.410, de 23 de setembro de 2003, com base nas deliberações de seus membros da 55ª
Reunião Ordinária, realizada no dia 22 de Fevereiro de 2017.
 
RESOLVE:
 
Art. 1º - Aprovar
o Laudo de Vistoria, bem como a Renovação do benefíc",0
"        PORTARIA Nº 474   Designa servidores para atuarem como fiscais dos Contratos nº 010 e 011/2016.   O SECRETÁRIO DE ESTADO DE MEIO AMBIENTE no uso de suas atribuições legais que lhe confere o art. 71, inciso IV, da Constituição Estadual e do art. 3º, da Lei Complementar nº 566, de 20 de maio de 2015, que dispõe sobre a organização administrativa do Poder Executivo Estadual;   Considerando as competências atribuídas ao Assessor Chefe I na Portaria nº 387/2016;   RESOLVE:   Art. 1º De",1
"    PORTARIA Nº. 046/2011/COFAZ/SEFAZ  O CORREGEDOR FAZENDÁRIO DA SECRETARIA DE ESTADO DE FAZENDA, no uso de suas atribuições legais, que lhe confere o Inciso VIII do Art. 3º da Lei nº 8.265 de 28/12/2004, e;  Considerando as razões aduzidas pelo Presidente da Comissão de Sindicância Administrativa, conforme Oficio nº. 006/CS 026/2011/COFAZ/SEFAZ, de 08/07/2011, referente à Portaria nº 026/2011/COFAZ/SEFAZ, de 09/05/2011, publicada no Diário Oficial da mesma data.  RESOLVE:  I – Prorrogar o praz",1
"    Portaria nÂº 279/2013/GP/DETRAN-MT  O PRESIDENTE DO DEPARTAMENTO ESTADUAL DE TRÃ‚NSITO DE MATO GROSSO/DETRAN-MT, no uso de suas atribuiÃ§Ãµes legais que lhe foram conferidas pelo art. 19, inciso I da Lei nÂ° 9.503 de 23 de setembro de 1997, que institui o CÃ³digo de TrÃ¢nsito Brasileiro; CONSIDERANDO o artigo 22, inciso II, do CÃ³digo de TrÃ¢nsito de Brasileiro que confere aos Ã³rgÃ£os ou entidades executivos de trÃ¢nsitos dos Estados e do Distrito Federal, a competÃªncia de realizar, fiscal",1
"







PORTARIA Nº 635/2021/GP/DETRAN-MT
 
O
PRESIDENTE DO PROCESSO ADMINISTRATIVO DISCIPLINAR Nº 009/2020, instaurado pela Portaria nº
084/2020/GP/DETRAN-MT/DETRAN, publicada no Diário Oficial do Estado de Mato
Grosso em 11 de fevereiro de 2020, pág. 27, e alterada pela Portaria nº
571/2020/GP/DETRAN/MT, publicada em 09 de novembro de 2020, pág. 61, no uso de
suas atribuições legais, conferida pelo artigo 82, §2º da Lei Complementar nº
207/2004; RESOLVE:
Art. 1º Nomear a Sra Aliane Mezac",0
"    DECRETO Nº        1.004,          DE     23       DE      FEVEREIRO         DE 2012.  Divulga, no âmbito estadual, o Convênio ECF 1/12.  O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe são conferidas pelo artigo 66, inciso III, da Constituição Estadual, e  considerando a edição do Convênio ECF 1/12,    D E C R E T A:  Art. 1º O presente decreto tem por objetivo divulgar, no âmbito estadual, o Convênio ECF 1/12, celebrado na 171ª reunião extraordinária do Conselho Nacion",1
"     PORTARIA NÂº 074/2013/GAB/SEJUDH, DE 30 DE OUTUBRO DE 2013.  O SECRETÃ",1
"        RESOLUÇÃO CIB/MT Nº 06 DE 08 DE FEVEREIRO DE 2024. Dispõe sobre a homologação da Resolução CIB/MT Ad Referendum nº 185, de 19 de dezembro de 2023, referente a aprovação de Cofinanciamento Estadual Excepcional de Custeio para manutenção e qualificação dos serviços de Atenção Básica e/ou Média e Alta Complexidade, no valor de R$ 1.630.000,00 (um milhão, seiscentos e trinta mil reais), para o município de Santo Antônio de Leverger, situado na Região de Saúde Baixada Cuiabana, Estado d",1
"







PORTARIA Nº229/2018/GAB/SEJUDH, DE 04 DE DEZEMBRO DE
2018.
 
Institui o Setor de Ações de Segurança do Sistema
Socioeducativo - SAS e a função de Coordenador, no âmbito do Sistema
Socioeducativo do Estado de Mato Grosso e dá outras providências.
 
O
SECRETÁRIO DE ESTADO DE JUSTIÇA E DIREITOS HUMANOS DO ESTADO DE MATO GROSSO, no uso de suas atribuições legais o que lhe confere
o Art. 71, II, da Constituição Estadual e,
CONSIDERANDO a necessidade de normatizar e regulamentar as
ativi",0
"



PORTARIA N° 106/2013/GBSES
O SECRETÁRIO DE ESTADO DE SAÚDE, no uso de suas atribuições legais e,
Considerando a Portaria nº 014/2013/GBSES, publicada no Diário Oficial de 21 de janeiro de 2013, que instaurou a Tomada de Contas Especial nº 001/2013;
Considerando os motivos elencados nos autos na Tomada de Contas acima referenciada.
RESOLVE:
Art. 1º Recompor a Comissão da Comissão de Tomada de Contas Especial instituída pela Portaria acima em referência, com o objetivo de apurar possíveis irre",0
"        PORTARIA CONJUNTA Nº 007/2024/SEPLAG/UNEMAT   Altera a Portaria Conjunta nº 057/2023/SEPLAG/UNEMAT, publicada no DOE nº 28.557, de 07/08/2023, que instituiu Comissão Especial de Concurso Público para realização de certame para provimento de cargos da Universidade do Estado de Mato Grosso.   O SECRETÁRIO DE ESTADO DE PLANEJAMENTO E GESTÃO e a REITORA DA UNIVERSIDADE DO ESTADO DE MATO GROSSO, no uso das atribuições legais e institucionais, conferidas pelo artigo 6º do Decreto nº 5.35",1
"     PORTARIA N. Â° 259/10/GS/SEDUC/MT  A SecretÃ¡ria de Estado de EducaÃ§Ã£o, no uso da atribuiÃ§Ã£o legal que lhe Ã© conferida pelo artigo 42 da Lei Complementar n.Âº 207, de 29.12.04, considerando o teor do processo nÂº. 16357/2010, que traz denÃºncia encaminhada pela Assessoria PedagÃ³gica de Nova BrasilÃ¢ndia de possÃ­vel ocorrÃªncia de prÃ¡tica de ato imprÃ³prio para conduta de servidor pÃºblico na presenÃ§a de aluna menor de idade da E.E. Alvarina Alves de Freitas,  RESOLVE: Artigo 1Âº- D",1
"        PORTARIA N° 1034/2017 Designa membros para compor Comissões Especiais   A REITORA DA UNIVERSIDADE DO ESTADO DE MATO GROSSO, NO USO DE SUAS ATRIBUIÇÕES LEGAIS.   CONSIDERANDO o que estabelece o artigo 32 do Estatuto da UNEMAT, que dispõe sobre as  atribuições do Reitor.   CONSIDERANDO Ofício n.º 247/2017 - PRAD datado de 25/04/2017, Protocolo n.º 206167/2017.   RESOLVE:   Art. 1º Designar, os servidores abaixo relacionados, para compor a COMISSÃO ENCARREGADA DE PROMOVER, SUPERVISIONA",1
    Portaria Conjunta nÂº. 348/SAD/SEJUSP/2010.  O SECRETÃ,1
"        RESOLUÇÃO CIB/MT AD REFERENDUM Nº 09 DE 20 DE FEVEREIRO DE 2024.   Dispõe sobre a distribuição de teste rápido imunocromatográfico por antígeno COVID-19 Ag para detecção dos casos do novo coronavírus (COVID-19) para os municípios de Mato Grosso.   A COMISSÃO INTERGESTORES BIPARTITE DO ESTADO DE MATO GROSSO - CIB/MT, no uso de suas atribuições legais e considerando: I - A Lei n.º 13.979, de 6 de fevereiro de 2020, que dispõe sobre as medidas para enfrentamento da emergência de saú",1
"    PORTARIA N° 181/2009 – SEFAZ Introduz alterações na Portaria n° 59/2007-SEFAZ, de 9 de julho de 2007, e dá outras providências.  O SECRETÁRIO ADJUNTO DA RECEITA PÚBLICA, no uso de suas atribuições legais, nos termos do inciso II do artigo 71 da Constituição Estadual c/c item II do Anexo I da Lei Complementar nº 266/06 e com os incisos VIII e XIV do artigo 67 e inciso I do artigo 68 do Regimento Interno da Secretaria de Estado de Fazenda – SEFAZ, aprovado pelo Decreto nº 1.656/08 combinado, a",1
"        PORTARIA Nº 538/2017/GP/DETRAN/MT Retificar o Artigo 1º da PORTARIA Nº 511/2017/GP/DETRAN/MT, de 10 de Agosto de 2017, publicada na página 67 do Diário Oficial do Estado de Mato Grosso nº 27081. ONDE SE LÊ: Art. 1º Prorrogar por mais 60 (sessenta) dias, a partir de 06/06/2017 o prazo para conclusão dos trabalhos da Comissão de Processo Administrativo Disciplinar constituída pela Portaria nº 511/2016/CGE-COR/DETRAN-MT, publicada no Diário Oficial do Estado de Mato Grosso em 25 de nov",1
"        PORTARIA Nº 330, DE 04 DE MAIO DE 2017.   Designa Servidores para atuarem como fiscais do Contrato nº 004/2017.   O SECRETÁRIO DE ESTADO DE MEIO AMBIENTE no uso de suas atribuições legais que lhe confere o art. 71, inciso IV, da Constituição Estadual e do art. 3º, da Lei Complementar nº 566, de 20 de maio de 2015, que dispõe sobre a organização administrativa do Poder Executivo Estadual; Considerando as competências atribuídas ao Assessor Chefe I, Sr. Rodrigo Quintana Fernandes, na",1
"





PORTARIA N° 010/2013/SEDTUR

O SECRETÁRIO DE ESTADO DE DESENVOLVIMENTO DO TURISMO DE MATO GROSSO, no uso de suas atribuições e prerrogativa legais conferidas pela legislação em vigor;
RESOLVE:
Art. 1º - Designar a servidora Rosilene Matos Tondof Nascimento para acompanhar e fiscalizar o contrato n. 008/2013/SEDTUR, celebrado entre o Estado de Mato Grosso, por intermédio da Secretaria de Desenvolvimento do Turismo – SEDTUR e a ARARAUNA TURISMO ECOLOGICO LTDA, para agenciamento e forneciment",0
"    PORTARIA N°.175, DE 08 DE MAIO DE 2012  Outorga a CESAR ROBERTO BARBOSA DA SILVA, o direito de uso dos Recursos Hídricos para captação superficial de água e diluição de efluentes no córrego Jatobá e afluente do Rio Jauquara.  O SECRETÁRIO DE ESTADO DO MEIO AMBIENTE, no uso das atribuições constitucionais previstas no Art.71, inciso IV, da Constituição do Estado de Mato Grosso, e legais, que lhe confere a Lei Complementar 214, de 23 de junho de 2005, que cria a Secretaria de Estado do Meio Am",1
"    RESOLUÇÃO N° 02/2011-SARP Dispõe sobre o lançamento, no âmbito da GINF/SUIC, do valor do complementar do ICMS Garantido Integral, do ICMS devido por substituição tributária e do ICMS devido por estimativa por operação, e dá outras providências.   O SECRETÁRIO ADJUNTO DA RECEITA PÚBLICA, no uso de suas atribuições legais, nos termos do inciso VI do artigo 7o do Regimento Interno da Secretaria de Estado de Fazenda, aprovado pelo Decreto n° 1.656, de 31 de outubro de 2008;  CONSIDERANDO o preco",1
"







RESOLUÇÃO N.º 377/2017
 
O
PRESIDENTE DO CONSELHO ESTADUAL DE DESENVOLVIMENTO EMPRESARIAL - CEDEM, criado pela Lei Complementar n.º 132, de 22 de
julho de 2003, no uso das atribuições que lhe confere o Artigo 8º do
Regimento Interno aprovado pelo Decreto n.º 1.410, de 23 de setembro de 2003,
com base nas deliberações de seus membros na 78ª Reunião Extraordinária,
realizada no dia 26 de Outubro de 2017.
 
RESOLVE:
 
Art.
1º - Aprovar a Prorrogação no
Programa de Desenvolvimento da ",0
"    DECRETO Nº           2.973,            DE    10    DE          NOVEMBRO            DE 2010.  Introduz alterações no Regulamento do ICMS e dá outras providências.  O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe são conferidas pelo artigo 66, inciso III, da Constituição Estadual, e  CONSIDERANDO a necessidade de se adequar a legislação tributária mato-grossense às práticas de mercado, a fim de se otimizar a utilização de mecanismos que permitam a verificação da idoneidad",1
"        LEI Nº            10.566,                DE   13   DE            JULHO             DE 2017.   Autora: Deputada Janaina Riva Proíbe a retirada de penas de aves vivas para fins de manufatura individual, comercial e industrial no Estado de Mato Grosso.   A ASSEMBLEIA LEGISLATIVA DO ESTADO DE MATO GROSSO, tendo em vista o que dispõe o art. 42 da Constituição Estadual, aprova e o Governador do Estado sanciona a seguinte Lei:   Art. 1º  Fica proibida a retirada de penas de aves vivas par",1
"    DECRETO Nº          297,             DE   27   DE             ABRIL               DE 2011.  Introduz alterações no Regulamento do ICMS e dá outras providências.  O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe são conferidas pelo artigo 66, inciso III, da Constituição Estadual, e  CONSIDERANDO a prerrogativa exarada no Convênio ICMS 193, de 10 de dezembro de 2010, publicado no Diário Oficial da União de 16 de dezembro de 2010;  D E C R E T A:  Art. 1º O Regulamento do I",1
"







PORTARIA Nº 198/2022
 
Designa Servidores para atuarem como fiscais dos
Contratos nº 004 e 005/2022.
 
A SECRETÁRIA DE ESTADO DE MEIO
AMBIENTE no uso de suas atribuições legais que lhe confere o art. 71,
inciso IV, da Constituição Estadual e do art. 3º, da Lei Complementar nº 612,
de 28 de janeiro de 2019, que dispõe sobre a organização administrativa do
Poder Executivo Estadual;
 
Considerando as competências atribuídas ao Secretário
Adjunto Executivo de Meio Ambiente, através da P",0
"







                   GOVERNO
DO ESTADO DE MATO GROSSO
CONSELHO ESTADUAL DO MEIO
AMBIENTE - CONSEMA
 
RESOLUÇÃO
CONSEMA - 001/18
Cuiabá,
31 de janeiro de 2018.
1ª
Reunião Ordinária
 
O
Conselho Estadual do Meio Ambiente - CONSEMA, no exercício de sua competência
prevista no art. 3º da Lei Complementar nº 38, de 21 de novembro de 1995,
alterada pela Lei Complementar nº 232, de 21 de dezembro de 2005;
 
Considerando
a decisão, por maioria, do Pleno do Conselho Estadual do Meio Ambien",0
"







*PORTARIA Nº 87, DE 17 DE JANEIRO DE 2017
 
O SECRETÁRIO DE ESTADO
DO MEIO AMBIENTE, no uso das
atribuições legais que lhe confere o Art. 71, inciso IV, da Constituição do
Estado de Mato Grosso, c/c a Lei Complementar nº 214, de 23 de junho de 2005
que cria a Secretaria de Estado de Meio Ambiente (SEMA);
 
Considerando as
competências atribuídas ao Secretário Executivo de Meio Ambiente na Portaria n.
º 722, de 16 de setembro de 2016;
 
Considerando o princípio da
eficiência na Adm",0
"    PORTARIA Nº 020/2013-GAB/CEE-MT  O PRESIDENTE DO CONSELHO ESTADUAL DE EDUCAÇÃO DE MATO GROSSO, no uso de suas atribuições legais,  R E S O L V E: Art. 1º - Revogar as seguintes Portarias: (1) PORTARIA Nº 079/2011-GAB/CEE-MT, de 12 de agosto de 2011, publicada no Diário Oficial do dia 16 de agosto de 2011, páginas 29 e 30; (2) PORTARIA Nº 005/2012-GAB/CEE-MT, de 28 de março de 2012, publicada no Diário Oficial do dia 30 de março de 2012, página 23. Art. 2º - Esta Portaria entra em vigor na da",1
"







PORTARIA N°3388/2017
Homologa as Avaliações de
Desempenho dos Profissionais Técnicos da Educação Superior da Universidade do
Estado de Mato Grosso - UNEMAT
A REITORA DA UNIVERSIDADE
DO ESTADO DE MATO GROSSO, NO USO DE SUAS ATRIBUIÇÕES LEGAIS;
CONSIDERANDO o disposto na Lei Complementar nº.321, de 30/06/2008;
CONSIDERANDO o Decreto nº. 3006, de 05 de maio de 2004.
CONSIDERANDO Oficio nº. 453/2017-PRAD-SDP, datado de 05/09/2017; e
processo sob protocolo nº. 482662/2017;
 
RESOLVE:
Art.",0
"    PORTARIA Nº 083 / 2009  DESIGNA VANESSA FERNANDES DE SOUZA – MÉDICA VETERINÁRIA, PARA EXERCER CARGO COMISSIONADO DE SUPERVISORA DO ESCRITÓRIO LOCAL DA EMPAER-MT DE RONDONÓPOLIS-MT. ARTIGO 3º - Que o presente ato vigore com seus efeitos legais, a partir do dia 15.04.2009, revogando-se as disposições em contrário.  Publica-se, cumpra-se.        Cuiabá-MT, 14 de abril de 2009.           Prof. Dr. Leôncio Pinheiro                       da Silva Filho Diretor  Presidente/EMPAER-MT  PORTARIA Nº 08",1
"        PORTARIA 29/2015/PRONATEC/SECITECI/MT   Dispõe sobre desligamento de profissional para execução das ações do Programa Nacional de Acesso ao Ensino Técnico e Emprego-PRONATEC no âmbito da Secretaria de Estado de Ciência, Tecnologia e Inovação do Estado de Mato Grosso - SECITECI/MT.   A Secretária de Estado de Ciência Tecnologia e Inovação, no uso de suas atribuições legais e, considerando a Lei Complementar nº 12.513, de 26 de outubro de 2011, que institui o Programa Nacional de Ace",1
"        PORTARIA N. 016/2017/SAADS/SINFRA   A SECRETARIA DE ESTADO DE INFRAESTRUTURA E LOGÍSTICA - SINFRA, no uso de suas atribuições legais nos termos do artigo 67 da Lei n° 8.666, de 21 de junho de 1993, por meio da Secretaria Adjunta de Administração Sistêmica - SAADS, respaldada pela portaria n. 20, de 07 de maio de 2015;   RESO LVE:   Art. 1 º DESIGNAR as servidoras Carla Fabiana Lisboa Campos, matrícula 248016, e Maxerlen Paula Pereira dos Santos, matrícula 254113, para atuarem com",1
"       DECRETO 73, DE 20 DE FEVEREIRO DE 2003  Dá nova redação ao art. 2º do Decreto nº 12, de 16 de janeiro de 2003. O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe confere o artigo 66, inciso III, da ConstituiçãoEstadual, de acordo com o artigo 44 da Lei nº 7.711, de 28 de agosto de 2002, e objetivando disciplinar a execução orçamentária do exercício financeiro de 2003,    DECRETA:  Art. 1º O art. 2º do decreto nº, de 16 de janeiro de 2003, passa a vigorar com as seguinte",1
"    DECRETO NÂº          1.452,             DE   16   DE              JULHO               DE 2008.  Regulamenta a prestaÃ§Ã£o de serviÃ§o voluntÃ¡rio de servidor militar, fora da jornada normal de trabalho, mediante a retribuiÃ§Ã£o pecuniÃ¡ria que especifica e dÃ¡ outras providÃªncias.  O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuiÃ§Ãµes que lhe confere o artigo 66, inciso III, da ConstituiÃ§Ã£o Estadual, e considerando o estabelecido nos Artigos 57, inciso XXI e 168 da Lei Complemen",1
"    DECRETO Nº      2.925,         DE      25    DE       OUTUBRO            DE       2010.  Dispõe sobre retificação, em parte do Decreto nº 5.156, de 24 de fevereiro de 2005 publicado no Diário Oficial da mesma data, sobre progressão vertical dos servidores da Secretaria de Estado de Saúde, na carreira dos Profissionais do Sistema Único de Saúde e dá outras providências.  O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe confere o artigo 66, inciso III, da Constituição Esta",1
"



DECRETO N�        2.629,          DE   03   DE       DEZEMBRO        DE 2014.

Concede a Medalha Guardi�o do Paiagu�s as personalidades adiante indicadas.

O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribui��es que lhe confere o artigo 66, inciso III da Constitui��o Estadual, e tendo em vista o disposto no Decreto n� 6.635, de 19 de outubro de 2005,

DECRETA:

Art. 1�  Fica concedida a Medalha �Guardi�o do Paiagu�s� as personalidades adiante nominadas:

- Ad�o Dias da Cruz
- Adavilson",0
"    DECRETO Nº         2.115,           DE   24   DE           AGOSTO            DE 2009.  Promove Oficiais da Polícia Militar do Estado de Mato Grosso.   O GOVERNADOR DO ESTADO DE MATO GROSSO, no uso das atribuições que lhe confere o Artigo 66, inciso III, da Constituição Estadual, e tendo em vista o disposto no Artigo 4°, alínea “a”, Artigos 18 e 20, Parágrafo único da Lei n° 3.604, de 18 de dezembro de 1974 c/c com o Decreto n° 2.458 de 20 de fevereiro de 1975,  D E C R E T A:  Art. 1º Ficam ",1
"







PORTARIA Nº. 027/2022/MTPAR
 
O
Presidente da MT Participações e Projetos S.A. - MT-PAR, no uso de suas atribuições
legais,
RESOLVE:
 
Art. 1º - Alterar o Fiscal indicado na Cláusula
Décima Primeira do Termo de Convênio nº 0766-2021, designando os servidores
abaixo relacionados para exercerem a função de Fiscal Titular e Fiscal
Substituto deste.
Art. 2º Os servidores ficam autorizados a praticar
todos os atos necessários para garantir e regular a execução do convênio e
desenvolver",0
"




                



RESOLUÇÃO Nº 32, de 07 de dezembro de 2009

O PRESIDENTE DO CONSELHO DE DESENVOLVIMENTO AGRÍCOLA – CDA, criado pela Lei Complementar n° 339, de 12 de dezembro de 2008 em seu Artigo 11, no uso das atribuições regimentais que lhe confere, do respectivo Conselho resolve:

Art. 1º- Conforme artigo 7 º da  lei n° 8.607, de 20 de dezembro de 2006, a qual revoga a lei 8.431 de 30 de dezembro de 2005 que define a Política de Desenvolvimento do Estado de Mato Grosso, e que  repri",0
"







PORTARIA Nº
05/2016/GAB/SEJUDH, DE 21 DE JANEIRO DE 2016.
 
Dispõe sobre a retificação da Portaria nº
019/2015/GAB/SEJUDH, que designa de servidores para compor Comissão Específica
para Finalização dos trabalhos de instituição e criação de uniformes para servidores
da SEJUDH - Secretaria de Estado de Justiça e Direitos Humanos.
 
O
Secretário de Estado de Justiça e Direitos Humanos, no uso das atribuições que lhe confere o artigo 71,
inciso II, da Constituição do Estado de Mato Gro",0
"    PORTARIA CONJUNTA Nº. 006/2010/PGE/SEFAZ.  O SECRETÁRIO DE ESTADO DE FAZENDA E A PROCURADORA-GERAL  DO ESTADO EM SUBSTITUIÇÃO LEGAL, no uso de suas atribuições e nos termos do artigo 170 da Lei Complementar nº 04, de 15-10-1990, combinado com o art. 69 da Lei Complementar nº 207, de 29-12-2004 e republicada no Diário Oficial do Estado de 18-3-2005 por ter saído incorreta, e;  Considerando as razões aduzidas no Oficio nº 009/CPAD-038/2009/PGE/SEFAZ, datado de 30-12-2009, pelo Presidente da Co",1
"



PORTARIA Nº. 152/2009/GP/DETRAN/MT

O Presidente do Departamento Estadual de Trânsito, no uso de suas atribuições legais e,
Considerando o que consta do processo administrativo n°. 414750/2009, que trata do pedido de credenciamento de Empresa para atuar como Fabricante de Placas;
Considerando o que dispõe o Código de Trânsito Brasileiro, a Resolução nº. 241/08 do CONTRAN e a Portaria nº.122/08 do Departamento Estadual de Trânsito – DETRAN/MT;

RESOLVE:

Art. 1º.Credenciar a empresa A F NEV",0
